no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
316,기후에너지환경부,기후에너지정책관,세라믹분야 스마트그린 제조혁신 지원사업(R&D),6431-582,기후대응기금,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",2023 ∼ 2027(5년),,,,,,,,,"ㅇ (‘20.11.) 세라믹 제조혁신 얼라이언스 협약 * 23개 국내 대표 세라믹기업 포함 세라믹 제조혁신 플랫폼 개발, 구축 및 공동 활용을 위한 협약 체결 ㅇ (‘19~’21) 세라믹 제조혁신 시범플랫폼 개발 * * i-Ceramic 플랫폼 구축사업(‘19∼’21, 156.5억원(국비 147억원), KICET, ETRI 등) ㅇ (’22.3.) 세라믹 제조혁신 스마트 그린 제조혁신 플랫폼 사업 기획 착수 * 디지털 기술의 접목으로 주력산업의 생산성·부가가치 혁신 ** 산업 데이터 플랫폼 구축과 업종별 디지털연대의 확산으로 새로운 비즈니스모델 창출 등 산업의 부가가치를 향상",,2822,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
317,기후에너지환경부,물관리정책실,수문조사시설 설치 및 개선,5134-302,일반회계,,,,"기후에너지환경부(4개 홍수통제소), 한국수자원공사",국민,1974~계속,,93484,97350,"11,488 11,488","154,657|93,484|15,000|97,350|97,350|3,866|4|154,657",,전국,,"- ‧ 한강(’74), 낙동강(’87), 섬진강(’90), 금강 영산강(’91) 등 5대강에 홍수예보시스템 설치 이후 ‧ ‧ 안성천(’97), 형산강(’98), 삽교천 만경강(’99), 태화강 동진강(’01), 탐진강(’02) 등 7개 ‧ ‧ ‧ ‧ ‧ ‧ ‧ 중 소하천, 임진강(’01) 및 중랑천 안양천 탄천 왕숙천 금호강 갑천 지석천(’02) 등 7개 주요지천으로 확대실시 - ’99.12 : 대통령비서실「수해방지종합대책」 주요 과제 추진 - ’03.04 : 국무총리 국무조정실「수해방지종합대책」 주요 과제 추진 - ’05.06 : 수문조사 선진화 5개년 계획 수립 - ’09.12 : 수문조사기본계획 수립 - ‘19.04 : 국가우주위원회 차세대 중형위성(수자원 영상위성) 2단계 개발사업 계획 - ’20.08 : 제2차 수문조사 기본계획 수립 추진(‘20~’29) - ‘20.12 : 국가우주위원회 정지궤도 공공복합통신위성(수자원 통신위성) 개발사업 계획 - ’22.08 : 도시침수 ","1. 수문조사시설 운영 및 개선 : (‘25) 54,443 → (’26) 56,480백만원, +3.74% (2,037백만원) - (유지관리비) (’25) 수문조사시설 1,703개소 → (‘26) 1,844개소(+141개소*) : 15,834백만원 * 강우레이더(2기), 하천화상(135개소), 하천정보표출(4개소) 등 운영 - (시설개선비) 수문조사시설 노후시설 개선 : (`25) 40,646백만원 → (`26) 40,646백만원 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 일반수용비(210-01) : 658백만원 ○ 일반수용비(210-01) : 658백만원 가. 수문조사시설 운영 및 개선 1식 × 658백만원 = 658백만원 가. 수문조사시설 운영 및 개선 1식 × 658백만원 = 658백만원 ○ 공공요금 및 제세(210-02) : 2,522백만원 ○ 공공요금 및 제세(210-02) : 3,014백만원 가. 수문조사시설 운영 및 개선 1식 × 2,522백만원 = 2,522백만원 가. 수문조사시설 운영 및 개선 1식 × 3,014백만원 = 3,014백만원 ○ 시설장비유지비(210-09) : 3,266백만원 ○ 시설장비유지비(210-09) : 3,382백만원 가. 수문조사시설 운영 및 개선 1식 × 3,266백만원 = 3,266백만원 가. 수문조사시설 운영 및 개선 1식 × 3,382백만원 = 3,382백만원 ○ 일반용역비(210-14) : 200백만원 ○ 일반용역비(210-14) : 200백만원 가. 수문조사시설 운영 및 개선 1식 × 2000백만원 = 200백만원 가. 수문조사시설 운영 및 개",2832,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
318,기후에너지환경부,기후에너지정책관,수열에너지 활용기술 및 에너지 믹스 기술개발(R&D),6431-795,기후대응기금,,,,기후부(한국환경산업기술원 대행),"· 지원 수혜자 동 사업에 참여하는 수열에너지 에너지수요 에너지효율 기술 ( ) , ,",2025년~2029년(총 5년),,2500,7500,"- - - 2,500 7,500",,,,,- 하천수 수열 신재생에너지 포함 신재생에너지법 시행령 개정(‘19.10 ) - 수열냉난방 및 재생열 하이브리드 시스템개발사업(‘20~’23) - 수열에너지 활용 기술 및 에너지 믹스 기술개발사업 기획연구(‘24.1) - 수열에너지 활용 기술 및 에너지 믹스 기술개발사업 착수(‘25.4),,2844,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
319,기후에너지환경부,기후에너지정책실,수용가 전기설비 원격점검 및 디지털 안전기술개발(R&D),5701-344,에너지및자원,,,,한국에너지기술평가원,"기업, 대학, 연구소 등",’26~’29년,해당없음,0,4000,"- - - - 4,000","4,000|4,000|4,000|4,000|4,000|4,000|360|05",,,,"- (’20.6월) 제23차 에너지위원회 개최 안건 통과(기후부) * 주택용 전기설비 정기점검 방식의 비대면 원격점검 제도 도입 - (’22.12월) 전기안전관리법 시행규칙 개정(기후부) * 원격 전기안전점검(1~3년 주기적 대면 점검 → 비대면 원격점검 전환) 제도화 - (’25. 3월) 제1차 전기안전관리 기본계획 발표(기후부) * (추진과제 2-1) 위험도 기반 차등관리 및 검사기법 도입., (추진과제 3-1) 실시간 원 격감시 안전관리체계 구축, (추진과제 3-2) 실증 기반 전기안전 인프라 확충 - (’25. 1월) 수용가 전기설비 원격점검 및 디지털 안전관리 기술개발 기획","(1) 수용가 전기설비 원격점검 및 디지털 안전관리 기술개발 지원: (2025) 0 → (2026요구) 4,000백만원, 순증 - (요구) ∼ 수용가 전기설비(220V 154KV) 원격점검 장치 상용화 및 성능평가 기술 및 AI 기반 디지털 전기안전관리 플랫폼 개발에 3개 과제 4,000백만원 요구 - (산출) 신규 : 3개 과제 x 1,777.8백만원 ×9/12개월 = 4,000백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비등(360-05) : 4,000백만원 가. (총괄) AI 기반 수용가 전기설비 (154kV 이하) 디지털 안전관리 플랫폼 개발 및 실증 (26년 2,000백만원) - - 4,000 나. (세부1) 미래 부하환경을 고려한 저압 전기설비 원격 안전점 검 시스템 개발 및 확산 전략 수립 (26년 1,000백만원) 다. (세부2) 특고압 전기설비 안전 데이터 수집 장치 및 시스템 성능평가 기술 개발 (26년 2,000백만원)",2854,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
320,기후에너지환경부,기후에너지정책실,장거리고압수소배관망고안전성확보및AI기반안전관리…,,에너지및자원,,,,한국에너지기술평가원,"기업, 대학, 연구소 등",’26~’29년,해당없음,0,4000,"- - - - 4,000",,,,,"- (’22.11월) 수소경제 이행 기본계획 발표(기후부) * 24P-(수소 배관망 구축) 수소생산지역과 연계된 수소배관 최적거래 도출(‘22) 이후, 수소 생산 지역별 수요 특성에 맞춰 배관망 구축(~‘30) - (’23. 5월) 수소 안전관리 로드맵 2.0 발표(기후부) * 5P-④(운송) 수소발전 등 대용량 수소 사용을 위한 단계적인 수소 배관망 구축 계획* 추진중으로 수소 배관망 전주기 안전성 확보가 필수 ※ (가스공사) (1단계, ‘25~‘29) 당진-평택 → (2단계, ’26~’31) 평택-부천 - (’24.11월) 제7차 수소경제위원회 개최(기후부) * 수소도시 2.0 추진전략의 수소생태계 확산을 위한 수소도시 고도화 수소배관 280km 인 프라 확충 - (’25. 1월) 장거리 고압수소 배관망 고안전성 확보 및 AI 기반 안전관리 기술개발 기획","(1) 장거리 고압수소 배관망 고안전성 확보 및 AI 기반 안전관리 기술개발 : (2025) 0 → (2026요구) 4,000백만원, 순증 - (요구) 장거리 고압수소 배관망의 수소누출 초정밀 감지 및 수소취성·부식 탐상 기 술과 디지털트윈+AI 기반 안전관리 플랫폼 개발 4개 신규과제 지원 예산 4,000백만 원 요구 - (산출) (신규) 4개 과제 × 1,333.3백만원 × 9/12개월 = 4,000백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 예산 2026년 예산 예산 산출내역 예산 산출내역 < 장거리 고압수소 배관망 고안전성 확보 및 AI 기반 안전관리 기술개발 4,000백만원 > - 순증 가. (총괄) 장거리 수소 배관망 디지털트윈 기반 안전관리 플랫폼 개발 및 실증 (26년 800백만원) 4,000 나. (세부1) 초정밀 수소누출 감지 기술 및 온디바이스 AI 제어모 - - 백만원 듈 개발 (26년 800백만원) 다. (세부2) 지하 배관망 내부 상태 수소취성 검사·부식탐상 기술 개발 및 실증 (26년 1,600백만원) 라. (세부3) AI 기반 위험예측·진단·자율안전 등 고안전성 확보 기 술개발 (26년 800백만원) - 2866 -",2862,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
321,기후에너지환경부,기후에너지정책실,전력망물리기반AI모델개발및실증(R&D),5201-322,일반회계,,,,한국에너지기술평가원,에너지 관련 산·학·연 및 기타,‘26 ~ ’30년,,0,4000,"- - - - 4,000","4,000|4,000|4,000",,전국,,- ’24.9 : “에너지 AI 포럼” 개최 - ’24.11 : “AI 활용 에너지산업 혁신방안” 관계기관 회의(산업부) - ’24.11~12 : “AI 활용 에너지시스템 전환 정책방향” 관계부처 회람 - ’24.12 : “AI를 활용한 에너지시스템 전환 정책방향” 발표 - 2872 -,,2870,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
322,기후에너지환경부,기후에너지정책관,차세대 해양·극지의 환경 및 생태계에 관한 기후예측시…,,기후대응기금,,,,해양수산과학기술진흥원,"대학, 기업, 출연연, 일반국민 등",2026년 ～ 2030년,,0,4500,"- - - - 4,500",,,전국,,"- 파리협정 채택(’15.12), 정부 간 기후변화협의체(IPCC) 제6차 종합보고서(’21) 발간 등 기후변화 대응을 위한 전 지구적·국가적 관심 및 노력 고조 - 국내 2050 탄소중립위원회 발족(‘21.5)으로 온실가스 감축뿐만 아니라 기후변화대응 ‧ 정책 수립 이행을 총괄하는 추진체계 강화 - 기후변화 감시예측 등 해양수산부 내 기후대응 정책의 체계적 추진을 위한 ’제4차 기후변화대응 해양수산부문 종합계획‘ 수립(’22.8) - 해양수산부 기후업무 전담부서인 기후환경국제전략팀 신설·운영(‘24.1) - 기후변화 대응을 위한 과학적 근거인 기후변화 감시예측 정보 생산·제공을 위한 ｢기후 기후변화 감시 및 예측 등에 관한 법률｣ 시행 · (‘24.10) - 국내 기술 기반의 해양·극지의 환경 및 생태계에 관한 기후예측시스템 개발을 위한 기획연구 추진(‘24.10) - 가속하는 기후변화에 탄력적 대응 및 이행력 확보를 위한 ’제4차 기후변화대응 해양수산부문 수정 종합계획‘ 수립(’",,2878,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
323,기후에너지환경부,자원순환국,폐의류 문제해결 플래그십 재활용 기술개발사업,1532-323,,,,,"기후에너지환경부, 한국환경산업기술원","국가 및 지방자치단체 폐기물 처리시설, 자원순환 민간기업 등",2026년∼2030년,250억 원(국고 175억 원),0,3500,"- - - - 3,500","3,500|3,500|3,500|3,500|3,500|3,500|3,500|360",,전국,,"ㅇ (기획착수, `24.8월) 플래그십 사업 기획을 위한 수행계획 착수 ㅇ (중점추진과제 도출, `24.8월∼9월) 분석적 계층화법(AHP) 분석 후 해당 분석에서 도출된 중점추진과제의 공백영역 기술 도출 ㅇ (R&SD 수립전략 논의, `24.10월∼11월) 환경부-과기부 등 유관기관 논의 및 전문가 자문을 통한 R&SD 목록 도출 ㅇ (플래그십 사업 기획, 11월 말) RFP 서면 자문을 통한 사업 기획 세부 내용 도출 ㅇ (참여기관 협의, 12월) 세부 과제 추진을 위한 환경부-과기부 협의","① 폐의류 문제해결 플래그십 재활용 기술개발 : (2025 본예산) 0백만원 → (2026 요구) 3,500백만원, 3,500백만원 증액 - (요구) 인공지능 및 레이저 유도 플라즈마 분광법을 활용한 폐의류 소재별 자동인식 및 선별, 폐의류 활용한 재생원료 및 제품 양산 등의 기술개발을 위해 3,500백만원 요구 - (산출) 신규과제 2개 × 2,333백만원 × 9/12개월 = 3,500백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 - - 3,500 (신규과제) 2개 × 2,333백만원 × 9/12개월 = 3,500백만원 - 2888 -",2885,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
324,기후에너지환경부,환경보건국,환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발(R&D),2204-318,,,,,한국환경산업기술원,"관련 분야 대학, 기업, 출연, 국공립 연구소 등",2026 ~ 2029년 (총 4년),,0,6700,"- - - - 6,700","6,700|6,700|6,700|6,700|6,700|6,700|360|05",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - 2895 - - 환경보건 생체 빅데이터 R&D 중장기 로드맵 수립 연구(1차 기획) : ~‘22.10. - 환경보건 빅데이터 구축 및 AI활용 고도화 기술개발사업 기획연구(수정기획) 착수 : ’23.11. - 관련 현황 분석 및 시사점 도출 : ~’24.2. - 중점 추진방향 설정 : ~’24.3. - 기획위원회 구성 및 운영 : ‘24.2.~5. - 기획보고서 작성 : ~’24.5.","□ 환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발사업(R&D) : (2026 계획) 6,700백만원, 순증 - (요구) 생체시료 동시·자동 분석 및 개인·지역 환경보건평가 기술개발 등 7개 신규과제 추진 - (산출) 신규 : 7개×1,276백만원×9/12개월=6,700백만원 ’24년 예산 ’25년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비 등(360-05) : 6,700백만원 - - 6,700 가. 환경보건 빅데이터 구축 및 AI 활용 고도화(6,700백만원) ㆍ 신규 : 7개 과제×1,276백만원×9/12개월 = 6,700백만원 - 2896 -",2893,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
325,기후에너지환경부,정책기획관,환경정보 융합빅데이터 플랫폼 구축(정보화),7132-507,,,,,기후에너지환경부,"국민, 공무원, 연구기관 등",해당없음,해당없음,,,404,"1,852|1,838|1,838|1,838|1,838|0|0|1,852",,전국,,- 환경정보 융합 빅데이터 구축 정보전략계획(ISP) 수립(‘17.12) - 환경정보 융합 빅데이터 플랫폼 운영기관으로 한국환경공단 선정(‘18.7.) - 환경정보 융합 빅데이터 플랫폼 구축·운영(19~계속) - 우리동네 환경정보 (대국민 환경종합정보서비스) 오픈(’24.1),"① 플랫폼 구축 : (2025) 840백만원 → (2026요구) 840백만원, +0.0% (1-1) ‘우리동네 환경정보’ 서비스 기능개선 (2025년) 436 → (2026요구) 436백만원 +0.0% - (요구) 우리동네 환경정보 환경매체별 정보 추가, 타부처‧민간데이터를 활용한 데이터 융‧복합 제공, 환경데이터 AI분석 결과 가시화 서비스 ㆍ 우리동네 환경정보 콘텐츠 확대 및 환경데이터 AI분석 결과 가시화 ㆍ 민간 및 공공데이터를 융‧복합하여 다양한 정보 제공 - (산출) 기능 고도화 : 436백만원 보정계수 기능점수 개발원가 총기능점수 단가(원) 연계 다중 (원) 규모 성능 보안성 복잡성 사이트 523.6 605,784 1.178 1.00 1.00 1.00 1.03 384,857,498 개발금액 = (개발원가 + 이윤(개발원가의 3%)) × 1.1(VAT포함) 436,043,545 (1-2) 데이터셋 개선 및 AI 검색/분석 서비스 (2025) 404 → (2026요구) 404백만원 +0.0% - (요구) 데이터 연계·수집 발굴 및 수집·전달체계 개선, 환경 데이터셋 기능개선 및 활용 지원체계 마련 ㆍ 신규시스템 연계 및 환경매체별 다양한 데이터셋 제공 ㆍ 데이터 연계·수집·정제(표준화, 공간화 등)·적재·관리·서비스 공정 개선, 각 공정별 데이터 확인이 가능한 Data Pipeline 구축 - (산출) 서비스 기능 개발 : 404백만원 보정계수 기능점수 개발원가 총기능점수 단가(원) 연계 다중 (원) 규모 성능 보안성 복잡성 사이트 602 605,784 0.889 1.00 1.00 1.00 1.03 ",2900,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
